nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;word;sampa;ipa
3;ăffrŏʹntive;;;;a.;4.0;23;affronted;affronted;@ f r\ V n t i d;əfɹʌntid
4;ăffūʹſion;L.;;;n.;5.0;23;fusion;fusion;f j u Z @ n;fjuʒən
1;ăft;;;;p.;6.0;23;aft;aft;{ f t;æft
2;ăʹft_e_r;;;;p.;7.0;23;after;after;{ f t 3:r;æftɜ:r
3;ăfternooʹn;;;;n.;8.0;23;afternoon;afternoon;{ f t 3:r n u n;æftɜ:rnun
2;āʹgā;;;;n.;9.0;23;aga;aga;A g @;ɑgə
2;agăʹſt;;;;a.;10.0;23;aghast;aghast;@ g { s t;əgæst
2;ăʹgate;G.;;;n.;11.0;23;agate;agate;{ g @ t;ægət
1;āge;;;;n.;12.0;23;age;age;eI dZ;??
3;āʹge˘ncy;L.;;;n.;13.0;23;agency;agency;eI dZ @ n s i:;??ənsiː
2;āʹgent;L.;;;n.;14.0;23;agent;agent;eI dZ @ n t;??ənt
4;ăgglŏʹmĕrāte;L.;;;v.;15.0;23;agglomerate;agglomerate;@ g l A m 3:r eI t;əglɑmɜ:r?t
4;ăgglūʹtĭnāte;L.;;;v.;16.0;23;agglutinate;agglutinate;@ g l u t i n eI t;əglutin?t
3;ăʹggrăndīze;F.;;;v.;17.0;23;aggrandize;aggrandize;@ g r\ { n d aI z;əgɹænd?z
3;ăʹggrăvāte;L.;;;v.;18.0;23;aggravate;aggravate;{ g r\ @ v eI t;ægɹəv?t
5;ăggrăvāʹtion;L.;;;n.;19.0;23;aggravation;aggravation;{ g r\ @ v eI S @ n;ægɹəv?ʃən
3;ăʹggrĕgāte;L.;;;v.;20.0;23;aggregate;aggregate;{ g r\ @ g @ t;ægɹəgət
2;ăggrĕʹſs;L.;;;v.;21.0;23;aggress;aggress;@ g r\ E s;əgɹɛs
3;ăggrĕʹſſor;;;;n.;22.0;23;aggressor;aggressor;@ g r\ E s 3:r;əgɹɛsɜ:r
2;ăggrieʹve;;;;n.;23.0;23;aggrieve;aggrieve;@ g r\ i: v;əgɹiːv
2;ăʹgĭle;L.;;;a.;24.0;23;agile;agile;{ dZ @ l;æ?əl
4;ăgĭʹlĭty;L.;;;n.;25.0;23;agility;agility;@ dZ I l @ 4 i:;ə?ɪləɾiː
3;ăʹgĭo;;;;n.;26.0;23;angio;angio;{ n dZ i: @U;æn?iːoʊ
3;ăgĭʹſtment;L.;;;n.;27.0;23;glisten;glisten;g l I s @ n;glɪsən
3;ăʹgĭtāte;L.;;;v.;28.0;23;agitate;agitate;{ dZ @ t eI t;æ?ət?t
5;ăgĭtāʹtion;L.;;;n.;29.0;23;agitation;agitation;{ dZ @ t eI S @ n;æ?ət?ʃən
4;ăgĭtāʹtor;L.;;;n.;30.0;23;agitator;agitator;{ dZ @ t eI 4 3:r;æ?ət?ɾɜ:r
2;ăʹgnail;;;;n.;31.0;23;nail;nail;n eI l;n?l
4;ăgnāʹtion;L.;;;n.;32.0;23;stagnation;stagnation;s t { g n eI S @ n;stægn?ʃən
3;ăʹgŏny;G.;;;n.;33.0;23;agony;agony;{ g @ n i:;ægəniː
2;ăgreeʹ;F.;;;v.;34.0;23;agree;agree;@ g r\ i:;əgɹiː
4;ăgreeʹable;F.;;;a.;35.0;23;agreeable;agreeable;@ g r\ i: @ b @ l;əgɹiːəbəl
3;ăgreeʹment;;;;n.;36.0;23;agreement;agreement;@ g r\ i: m @ n t;əgɹiːmənt
4;ăʹgrĭcŭltŭre;L.;;;n.;37.0;23;agriculture;agriculture;{ g r\ i k V l tS 3:r;ægɹikʌl?ɜ:r
2;ăgrieʹve;F.;;;v.;38.0;23;aggrieve;aggrieve;@ g r\ i: v;əgɹiːv
2;agrȯu̇ʹnd;;;;a.;39.0;23;aground;aground;@ g r\ aU n d;əgɹ?nd
2;āʹgūe;F.;;;n.;40.0;23;vague;vague;v eI g;v?g
3;ăʹgūiſh;;;;a.;41.0;23;anguish;anguish;{ N g w i S;æŋgwiʃ
1;aid;;;;v.;42.0;23;aid;aid;eI d;?d
1;ail;;;;v.;43.0;23;ail;ail;eI l;?l
1;aim;;;;v.;44.0;23;aim;aim;eI m;?m
1;air;;;;n.;45.0;23;air;air;E r\;ɛɹ
3;aiʹrĭneſs;;;;n.;46.0;23;hairiness;hairiness;h E r\ i: n @ s;hɛɹiːnəs
2;aiʹry;;;pas de {POS} indiquée dans le dictionnaire.;;47.0;23;airy;airy;E r\ i:;ɛɹiː
4;ălăbăʹſt_e_r;;;;n.;48.0;23;alabaster;alabaster;{ l @ b { s t 3:r;æləbæstɜ:r
4;alăʹcrĭty;;;;n.;49.0;23;alacrity;alacrity;@ l { k r\ @ 4 i:;əlækɹəɾiː
3;ălāmōʹde;;;;n.;50.0;23;alamo;alamo;{ l @ m @U;æləmoʊ
2;alăʹrm;F.;;;n.;51.0;23;alarm;alarm;@ l A r\ m;əlɑɹm
2;ălaʹy;;;;n.;52.0;23;zalay;zalay;z @ l eI;zəl?
3;ăʹlbĭon;L.;;;n.;53.0;23;albion;albion;{ l b i: @ n;ælbiːən
2;ălcāʹde;;;;n.;54.0;23;valade;valade;v A l A 4 eI;vɑlɑɾ?
3;ăʹlcăhol;;;;n.;55.0;23;alcohol;alcohol;{ l k @ h A l;ælkəhɑl
4;ăʹlcăhŏlīze;;;;v.;56.0;23;localize;localize;l @U k @ l aI z;loʊkəl?z
6;ălcălĭzāʹtion;;;;n.;57.0;23;localization;localization;l @U k @ l @ z eI S @ n;loʊkələz?ʃən
3;ăʹlchymy;;;;n.;58.0;23;alchemy;alchemy;{ l k @ m i:;ælkəmiː
3;ăʹlcŏran;;;;n.;59.0;23;allcorn;allcorn;@ l k O: r\ n;əlkOːɹn
2;ăʹlcōve;F.;;;n.;60.0;23;alcove;alcove;{ l k @U v;ælkoʊv
2;ăʹld_e_r;;;;n.;61.0;23;alder;alder;O: l d 3:r;Oːldɜ:r
3;ăʹldĕrmăn;;;;n.;62.0;23;alderman;alderman;O: l d 3:r m @ n;Oːldɜ:rmən
1;āle;;;;n.;63.0;23;ale;ale;eI l;?l
3;ale-cŏnner;;nbSyll>1 et pas d'accent tonic;;n.;64.0;23;falconer;falconer;f { l k @ n 3:r;fælkənɜ:r
3;ălĕʹcto;;;;n.;65.0;23;lector;lector;l E k t 3:r;lɛktɜ:r
6;alĕʹctry̆ŏmăncy;G.;;;n.;66.0;23;necromancy;necromancy;n E k r\ @ m { n s i:;nɛkɹəmænsiː
3;āʹlĕgăr;;;;n.;67.0;23;algar;algar;A l g A r\;ɑlgɑɹ
2;aʹl_e_hoof;;;;n.;68.0;23;aloof;aloof;@ l u f;əluf
4;alexăʹndrĭne;;;;n.;69.0;23;alexandrine;alexandrine;{ l @ g z { n d r\ i: n;æləgzændɹiːn
5;alexĭphăʹrmics;;;;n.;70.0;23;alphametrics;alphametrics;{ l f @ m E t r\ i k s;ælfəmɛtɹiks
3;ăʹlgĕbrā;;;;n.;71.0;23;algebra;algebra;{ l dZ @ b r\ @;æl?əbɹə
4;ălgĕbraʹiſt;;;;n.;72.0;23;algebraic;algebraic;{ l dZ @ b r\ eI i k;æl?əbɹ?ik
3;ăʹlgorĭthm;;;;n.;73.0;23;algorithm;algorithm;{ l g 3:r I D @ m;ælgɜ:rɪðəm
4;alhŏʹllăntīde;;;;n.;2.0;24;hollander;hollander;h A l @ n d 3:r;hɑləndɜ:r
3;ăʹlĭas;L.;;;p.;3.0;24;alias;alias;eI l i: @ s;?liːəs
3;ăʹlĭen;L.;;;n.;4.0;24;alien;alien;eI l i: @ n;?liːən
4;ăʹlĭenāte;;;;v.;5.0;24;alienate;alienate;eI l j @ n eI t;?ljən?t
6;ălĭenāʹtion;;;;n.;6.0;24;alienation;alienation;eI l i: @ n eI S @ n;?liːən?ʃən
3;ăʹlĭment;L.;;;n.;7.0;24;aliments;aliments;{ l @ m @ n t s;æləmənts
5;ălĭmĕʹntary;;;;a.;8.0;24;alimentary;alimentary;{ l @ m E n t 3:r i:;æləmɛntɜ:riː
4;ăʹlĭmŏny;;;;n.;9.0;24;alimony;alimony;{ l @ m @U n i:;æləmoʊniː
3;ăʹlĭquănt;L.;;;n.;10.0;24;valiant;valiant;v { l j @ n t;væljənt
3;ăʹlĭquot;L.;;;n.;11.0;24;liquor;liquor;l I k 3:r;lɪkɜ:r
4;ălĭſăʹnd_e_rs;;;;n.;12.0;24;palisades;palisades;p { l i s eI d z;pælis?dz
3;ăʹlkăhĕſt;;;;n.;13.0;24;alkahest;alkahest;{ l k @ h E s t;ælkəhɛst
3;ăʹlkăly;;;;n.;14.0;24;alkali;alkali;{ l k @ l aI;ælkəl?
2;ăllaʹy;F.;;;n.;15.0;24;allay;allay;@ l eI;əl?
2;ăllĕʹdge;L.;;;v.;16.0;24;allege;allege;@ l E dZ;əlɛ?
5;ăllēgāʹtion;L.;;;n.;17.0;24;allegation;allegation;{ l @ g eI S @ n;æləg?ʃən
4;ăllĕʹgĭ_a_nce;L.;;;n.;18.0;24;allegiance;allegiance;@ l i: dZ @ n s;əliː?əns
5;ăllēgŏʹrical;G.;;;a.;19.0;24;allegorical;allegorical;{ l @ g O: r\ @ k @ l;æləgOːɹəkəl
4;ăllēgorīʹze;;;;v.;20.0;24;allegories;allegories;{ l @ g O: r\ i: z;æləgOːɹiːz
4;ăʹllĕgŏry;G.;;;n.;21.0;24;allegory;allegory;{ l @ g O: r\ i:;æləgOːɹiː
3;ăllēʹgro;;;;n.;22.0;24;allegro;allegro;@ l E g r\ @U;əlɛgɹoʊ
4;ăllĕʹvĭāte;L.;;;v.;23.0;24;alleviate;alleviate;@ l i: v i: eI t;əliːviː?t
2;ăʹlley;F.;;;n.;24.0;24;alley;alley;{ l i:;æliː
3;ăllīʹance;F.;;;n.;25.0;24;alliance;alliance;@ l aI @ n s;əl?əns
2;ăllīʹ_e_s;F.;;;n.;26.0;24;allies;allies;{ l aI z;æl?z
5;ăllĭgāʹtion;L.;;;n.;27.0;24;allegation;allegation;{ l @ g eI S @ n;æləg?ʃən
4;ăllĭgāʹtor;;;;n.;28.0;24;alligator;alligator;{ l @ g eI 4 3:r;æləg?ɾɜ:r
4;allōʹdĭal;;;;a.;29.0;24;balodia;balodia;b @ l @U 4 i: @;bəloʊɾiːə
2;allŏʹnge;;;;n.;30.0;24;alonge;alonge;{ l @ n dZ;ælən?
2;allŏʹt;;;;v.;31.0;24;allot;allot;@ l A t;əlɑt
2;allȯẇ;F.;nbSyll>1 et pas d'accent tonic;;v.;32.0;24;allow;allow;@ l aU;əl?
3;allȯẇănce;;nbSyll>1 et pas d'accent tonic;;n.;33.0;24;allowance;allowance;@ l aU @ n s;əl?əns
2;allūʹde;L.;;;v.;34.0;24;allude;allude;@ l u d;əlud
2;ăʹllŭm;;;;n.;35.0;24;allum;allum;{ l @ m;æləm
4;allūʹmĭnāte;F.;;;v.;36.0;24;illuminate;illuminate;i l u m i n i t;iluminit
2;allūre;;nbSyll>1 et pas d'accent tonic;;v.;37.0;24;allure;allure;@ l U r\;əlʊɹ
3;allūʹr_e_ment;;;;n.;38.0;24;arcement;arcement;A r\ s eI m @ n t;ɑɹs?mənt
4;allūʹſion;L.;;;n.;39.0;24;allusion;allusion;@ l u Z @ n;əluʒən
3;ăʹlmănăc;;;;n.;40.0;24;almanac;almanac;O: l m @ n { k;Oːlmənæk
2;ăʹlmŏnd;;;;n.;41.0;24;almond;almond;A m @ n d;ɑmənd
3;ăʹlmŏner;;;;n.;42.0;24;almonte;almonte;A l m @U n t eI;ɑlmoʊnt?
1;alms;;;;n.;43.0;24;alms;alms;A l m z;ɑlmz
3;ăʹlŏès;;;;n.;44.0;24;aloe;aloe;{ l @U;æloʊ
2;alŏʹft;;;;p.;45.0;24;aloft;aloft;@ l O: f t;əlOːft
2;alooʹf;;;;p.;46.0;24;aloof;aloof;@ l u f;əluf
4;ălŏʹpĕcy;G.;;;n.;47.0;24;jalopy;jalopy;dZ @ l A p i:;?əlɑpiː
2;alȯu̇d;;nbSyll>1 et pas d'accent tonic;;p.;48.0;24;aloud;aloud;@ l aU d;əl?d
3;ăʹlphăbĕt;G.;;;n.;49.0;24;alphabet;alphabet;{ l f @ b E t;ælfəbɛt
5;alphăbĕʹtĭcal;G.;;;a.;50.0;24;alphabetical;alphabetical;{ l f @ b E 4 i k @ l;ælfəbɛɾikəl
2;aʹlt_a_r;;;;n.;51.0;24;altar;altar;O: l t 3:r;Oːltɜ:r
2;aʹlt_e_r;L.;;;v.;52.0;24;alter;alter;O: l t 3:r;Oːltɜ:r
5;alte˘rāʹtion;L.;;;n.;53.0;24;alteration;alteration;O: l t 3:r eI S @ n;Oːltɜ:r?ʃən
4;aʹltĕrătives;;;;n.;54.0;24;alternatives;alternatives;O: l t 3:r n @ 4 i v z;Oːltɜ:rnəɾivz
5;alte˘rcāʹtion;L.;;;n.;55.0;24;altercation;altercation;A l t 3:r k eI S @ n;ɑltɜ:rk?ʃən
3;alte˘ʹrnāte;L.;;;a.;56.0;24;alternate;alternate;O: l t 3:r n @ t;Oːltɜ:rnət
5;alte˘rnāʹtion;L.;;;n.;57.0;24;alternation;alternation;O: l t 3:r n eI S @ n;Oːltɜ:rn?ʃən
3;alteʹrnative;;;;n.;58.0;24;alternative;alternative;O: l t 3:r n @ 4 i v;Oːltɜ:rnəɾiv
5;altĕʹrnătĭvely;;;;p.;59.0;24;alternatively;alternatively;O: l t 3:r n @ 4 i v l i:;Oːltɜ:rnəɾivliː
4;altĭʹme˘try;L.;;;n.;60.0;24;altimeter;altimeter;{ l t I m @ 4 3:r;æltɪməɾɜ:r
3;aʹltĭtude;L.;;;n.;61.0;24;altitude;altitude;{ l t @ t u d;æltətud
2;aʹltŭs;;;;n.;62.0;24;altus;altus;{ l t @ s;æltəs
3;alūʹde˘ls;;;;n.;63.0;24;alludes;alludes;@ l u d z;əludz
2;ăʹlum;G.;;;n.;64.0;24;alum;alum;{ l @ m;æləm
2;āmaiʹn;;;;p.;65.0;24;amarin;amarin;{ m 3:r i n;æmɜ:rin
4;amăʹlgămāte;;;;v.;66.0;24;amalgamate;amalgamate;@ m { l g @ m eI t;əmælgəm?t
6;amălgămaʹtion;;;;n.;67.0;24;amalgamation;amalgamation;@ m { l g @ m eI S @ n;əmælgəm?ʃən
5;amănūĕʹnſis;L.;;;n.;68.0;24;mannis;mannis;m { n i s;mænis
2;amăʹſs;F.;;;v.;69.0;24;amass;amass;@ m { s;əmæs
4;ăʹmătŏry;L.;;;n.;70.0;24;amory;amory;eI m 3:r i:;?mɜ:riː
2;amāʹze;;;;v.;71.0;24;amaze;amaze;@ m eI z;əm?z
3;aʹmăzons;G.;;;n.;72.0;24;amazons;amazons;{ m @ z A n z;æməzɑnz
3;ambāʹgès;L.;;;n.;73.0;24;damages;damages;d { m @ dZ @ z;dæmə?əz
5;ambărvāʹlĭā;L.;;;n.;2.0;25;maralina;maralina;m A r\ A l i: n @;mɑɹɑliːnə
4;ămbăʹſſădor;F.;;;n.;3.0;25;ambassador;ambassador;{ m b { s @ 4 3:r;æmbæsəɾɜ:r
4;ambăʹſſadreſs;;;;n.;4.0;25;ambassadress;ambassadress;{ m b { s @ d r\ @ s;æmbæsədɹəs
2;ăʹmb_e_r;;;;n.;5.0;25;amber;amber;{ m b 3:r;æmbɜ:r
3;ăʹmbĕrgrēſe;;;;n.;6.0;25;ambergris;ambergris;{ m b 3:r g r\ i s;æmbɜ:rgɹis
4;ămbĭdĕʹxt_e_r;L.;;;n.;7.0;25;ambidextrous;ambidextrous;{ m b @ d E k s t r\ @ s;æmbədɛkstɹəs
4;ămbĭdĕʹxtr_o_us;L.;;;a.;8.0;25;ambidextrous;ambidextrous;{ m b @ d E k s t r\ @ s;æmbədɛkstɹəs
3;ăʹmbĭĕnt;L.;;;a.;9.0;25;ambient;ambient;{ m b i: @ n t;æmbiːənt
5;ambĭfāʹrĭ_o_us;L.;;;a.;10.0;25;ambitious;ambitious;{ m b I S @ s;æmbɪʃəs
5;ambĭgūʹĭty;L.;;;n.;11.0;25;ambiguity;ambiguity;{ m b i g j u @ 4 i:;æmbigjuəɾiː
4;ambĭʹgu_o_us;L.;;;a.;12.0;25;ambiguous;ambiguous;{ m b I g j u @ s;æmbɪgjuəs
2;ăʹmbit;L.;;;n.;13.0;25;gambit;gambit;g { m b i t;gæmbit
4;ămbĭʹtion;L.;;;n.;14.0;25;ambition;ambition;{ m b I S @ n;æmbɪʃən
4;ămbĭʹti_o_us;;;;a.;15.0;25;ambitious;ambitious;{ m b I S @ s;æmbɪʃəs
2;ăʹmble;F.;;;v.;16.0;25;amble;amble;{ m b @ l;æmbəl
3;ăʹmblygon;G.;;;n.;17.0;25;tamblyn;tamblyn;t { m b l i n;tæmblin
5;amblygōʹnĭal;G.;;;a.;18.0;25;polygonal;polygonal;p @ l I g @ n @ l;pəlɪgənəl
4;ămbrōʹsĭā;G.;;;n.;19.0;25;ambrosia;ambrosia;{ m b r\ @U Z @;æmbɹoʊʒə
4;ambrŏʹsĭal;;;;a.;20.0;25;ambrosial;ambrosial;{ m b r\ @U Z @ l;æmbɹoʊʒəl
5;ămbŭlaʹtion;L.;;;n.;21.0;25;tabulation;tabulation;t { b j @ l eI S @ n;tæbjəl?ʃən
3;ămbŭſcăʹde;F.;;;n.;22.0;25;sambuca;sambuca;s { m b j u k @;sæmbjukə
2;ăʹmel;;;;n.;23.0;25;ramel;ramel;r\ { m @ l;ɹæməl
2;āʹme˘n;;;;p.;24.0;25;amen;amen;eI m E n;?mɛn
4;amēʹnable;F.;;;a.;25.0;25;amenable;amenable;@ m E n @ b @ l;əmɛnəbəl
2;ame˘ʹnd;L.;;;v.;26.0;25;amend;amend;@ m E n d;əmɛnd
3;ame˘ʹndment;;;;n.;27.0;25;amendment;amendment;@ m E n d m @ n t;əmɛndmənt
2;ame˘ʹnds;;;;n.;28.0;25;amends;amends;@ m E n d z;əmɛndz
4;amēʹnĭty;L.;;;n.;29.0;25;amenity;amenity;@ m E n @ 4 i:;əmɛnəɾiː
2;ame˘ʹrce;F.;;;v.;30.0;25;merce;merce;m 3:r s;mɜ:rs
3;ame˘ʹrc_e_ment;;;;n.;31.0;25;arcement;arcement;A r\ s eI m @ n t;ɑɹs?mənt
4;ămĕʹrĭcā;;;;n.;32.0;25;america;america;@ m E r\ @ k @;əmɛɹəkə
2;āʹme˘ſs;L.;;;n.;33.0;25;ames's;ames's;eI m z i z;?mziz
3;ăʹmĕthyſt;G.;;;n.;34.0;25;amethyst;amethyst;{ m i T i s t;æmiθist
3;ămfrăʹctus;L.;;;a.;35.0;25;fratus;fratus;f r\ { 4 i s;fɹæɾis
4;ăʹmĭable;L.;;;a.;36.0;25;amiable;amiable;eI m i: @ b @ l;?miːəbəl
5;ăʹmĭableneſs;;;;n.;37.0;25;admirableness;admirableness;{ d m 3:r @ b V l n @ s;ædmɜ:rəbʌlnəs
4;amĭăʹntus;G.;;;n.;38.0;25;minus;minus;m aI n @ s;m?nəs
4;ăʹmĭcable;L.;;;a.;39.0;25;amicable;amicable;{ m i k @ b @ l;æmikəbəl
3;āʹmĭty;L.;;;n.;40.0;25;amity;amity;{ m i 4 i:;æmiɾiː
2;ăʹmmā;;;;n.;41.0;25;mamma;mamma;m A m @;mɑmə
2;ăʹmmon;;;;n.;42.0;25;ammon;ammon;{ m @ n;æmən
5;ămmŭnĭʹtion;F.;;;n.;43.0;25;ammunition;ammunition;{ m j @ n I S @ n;æmjənɪʃən
3;ăʹmnĕſty;G.;;;n.;44.0;25;amnesty;amnesty;{ m n @ s t i:;æmnəstiː
4;ămŏrōʹſo;L.;;;n.;45.0;25;amoroso;amoroso;A m O: r\ @U s @U;ɑmOːɹoʊsoʊ
3;ăʹmŏr_o_us;L.;;;a.;46.0;25;amorous;amorous;{ m 3:r @ s;æmɜ:rəs
2;āmŏʹrt;F.;;;a.;47.0;25;mort;mort;m O: r\ t;mOːɹt
2;amȯu̇nt;;nbSyll>1 et pas d'accent tonic;;n.;48.0;25;amount;amount;@ m aU n t;əm?nt
3;amouʹrs;F.;;;n.;49.0;25;pamour;pamour;p { m O: r\;pæmOːɹ
3;amouʹsès;;;;n.;50.0;25;amuses;amuses;@ m j u z i z;əmjuziz
4;ămphĭʹbĭ_o_us;G.;;;a.;51.0;25;amphibious;amphibious;{ m f I b i: @ s;æmfɪbiːəs
6;amphĭbŏlōʹgĭcal;G.;;;a.;52.0;25;physiological;physiological;f I z i: @ l A dZ i k @ l;fɪziːəlɑ?ikəl
5;amphĭbŏʹlŏgy;G.;;;n.;53.0;25;amphibole;amphibole;{ m f @ b @U l;æmfəboʊl
4;ămphĭʹſcĭī;G.;;;n.;54.0;25;campisi;campisi;k A m p i: s i:;kɑmpiːsiː
5;amphĭtheʹatre;G.;;;n.;55.0;25;amphitheatre;amphitheatre;{ m p @ T i: @ 4 3:r;æmpəθiːəɾɜ:r
2;ăʹmple;L.;;;a.;56.0;25;ample;ample;{ m p @ l;æmpəl
6;amplĭfĭcāʹtion;;;;n.;57.0;25;amplification;amplification;{ m p l @ f @ k eI S @ n;æmpləfək?ʃən
3;ăʹmplĭfy;L.;;;v.;58.0;25;amplify;amplify;{ m p l @ f aI;æmpləf?
3;ăʹmplĭtūde;L.;;;n.;59.0;25;amplitude;amplitude;{ m p l @ t u d;æmplətud
5;ampūtāʹtion;L.;;;n.;60.0;25;amputation;amputation;{ m p j @ t eI S @ n;æmpjət?ʃən
3;ăʹmūlet;L.;;;n.;61.0;25;amulet;amulet;{ m j @ l @ t;æmjələt
2;amūʹſe;F.;;;v.;62.0;25;amuse;amuse;@ m j u z;əmjuz
3;amūʹſement;;;;n.;63.0;25;amusement;amusement;@ m j u z m @ n t;əmjuzmənt
4;amyʹgdălāte;L.;;;n.;64.0;25;amygdala;amygdala;{ m i g d A l @;æmigdɑlə
2;ăʹnā;G.;;;n.;65.0;25;ana;ana;A n @;ɑnə
4;anăbăʹptiſts;G.;;;n.;66.0;25;anabaptist;anabaptist;{ n @ b { p t @ s t;ænəbæptəst
4;ăʹnăcăʹmptic;G.;;;a.;67.0;25;antarctic;antarctic;{ n t A r\ k t i k;æntɑɹktik
5;ănăcăthăʹrtics;G.;;;n.;68.0;25;cathartic;cathartic;k @ T A r\ 4 i k;kəθɑɹɾik
7;ănăcĕphălæʹŏſis;G.;;;n.;69.0;25;nephrosis;nephrosis;n @ f r\ @U s @ s;nəfɹoʊsəs
4;anăʹc_h_rŏniſm;G.;;;n.;70.0;25;anachronism;anachronism;@ n { k r\ @ n I z @ m;ənækɹənɪzəm
5;anăcrēŏʹntic;G.;;;n.;71.0;25;anachronistic;anachronistic;@ n { k r\ @ n I s t i k;ənækɹənɪstik
3;ăʹnăgrăm;G.;;;n.;72.0;25;anagram;anagram;{ n @ g r\ { m;ænəgɹæm
5;ănăgrăʹmmătiſt;;;;n.;73.0;25;dramatist;dramatist;d r\ A m @ 4 i s t;dɹɑməɾist
4;ănălĕʹptic;G.;;;a.;2.0;26;analytic;analytic;{ n @ l I 4 i k;ænəlɪɾik
4;analeʹptics;;;;n.;3.0;26;analytics;analytics;{ n @ l I 4 i k s;ænəlɪɾiks
4;ănăʹlŏgy;G.;;;n.;4.0;26;analogy;analogy;@ n { l @ dZ i:;ənælə?iː
4;ănăʹly̆ſis;G.;;;n.;5.0;26;analysis;analysis;@ n { l @ s @ s;ənæləsəs
4;analy̆ʹtic;G.;;;a.;6.0;26;analytic;analytic;{ n @ l I 4 i k;ænəlɪɾik
3;ănāʹnā;;;;n.;7.0;26;banana;banana;b @ n { n @;bənænə
3;ăʹnărchy;G.;;;n.;8.0;26;anarchy;anarchy;{ n 3:r k i:;ænɜ:rkiː
4;ănăfaʹrcā;G.;;;n.;9.0;26;anamaria;anamaria;{ n @ m @ r\ i: @;ænəməɹiːə
5;ănăſtŏmăʹtics;G.;;;n.;10.0;26;automatics;automatics;O: 4 @ m { 4 i k s;Oːɾəmæɾiks
4;ănăʹthĕmā;G.;;;n.;11.0;26;anathema;anathema;@ n { T @ m @;ənæθəmə
5;anăʹthĕmătīze;;;;v.;12.0;26;anathema;anathema;@ n { T @ m @;ənæθəmə
4;ănăʹtociſm;G.;;;n.;13.0;26;fanaticism;fanaticism;f @ n { 4 @ s I z @ m;fənæɾəsɪzəm
5;ănătŏʹmĭcal;;;;a.;14.0;26;anatomical;anatomical;{ n @ t A m @ k @ l;ænətɑməkəl
4;ănăʹtŏmiſt;;;;n.;15.0;26;anatomist;anatomist;@ n { 4 @ m @ s t;ənæɾəməst
4;ănăʹtŏmy;G.;;;n.;16.0;26;anatomy;anatomy;@ n { 4 @ m i:;ənæɾəmiː
3;ăʹncĕſtors;L.;;;n.;17.0;26;ancestors;ancestors;{ n s E s t 3:r z;ænsɛstɜ:rz
2;ăʹnc_h_or;L.;;;n.;18.0;26;anchor;anchor;{ N k 3:r;æŋkɜ:r
3;ăʹnc_h_ŏrage;;;;n.;19.0;26;anchorage;anchorage;{ N k 3:r @ dZ;æŋkɜ:rə?
3;ăʹnc_h_ŏrīte;G.;;;n.;20.0;26;anchored;anchored;{ N k 3:r d;æŋkɜ:rd
3;ăʹnchŏvy;;;;n.;21.0;26;anchovy;anchovy;{ n tS @U v i:;æn?oʊviː
3;ăʹnc_h_ylops;G.;;;n.;22.0;26;lanclos;lanclos;l { n k l @U z;lænkloʊz
3;ăʹncĭent;F.;;;a.;23.0;26;ancient;ancient;eI n tS @ n t;?n?ənt
4;ăʹncĭently;;;;p.;24.0;26;anciently;anciently;eI n tS @ n t l i:;?n?əntliː
2;ăʹncle;;;;n.;25.0;26;vance;vance;v { n s;væns
2;ăndăʹnte;;;;n.;26.0;26;andante;andante;A n d A n t eI;ɑndɑnt?
3;ane˘ʹcdŏtes;G.;;;n.;27.0;26;anecdotes;anecdotes;{ n @ k d @U t s;ænəkdoʊts
4;ănĕʹmŏny;;;;n.;28.0;26;anemone;anemone;{ n i m @U n;ænimoʊn
2;ăʹngel;G.;;;n.;29.0;26;angel;angel;eI n dZ @ l;?n?əl
4;ăngĕʹlĭcā;;;;n.;30.0;26;angelica;angelica;{ n dZ E l i k @;æn?ɛlikə
4;ăngĕʹlĭcal;G.;;;a.;31.0;26;angelica;angelica;{ n dZ E l i k @;æn?ɛlikə
2;ăʹnger;;;;n.;32.0;26;anger;anger;{ N g 3:r;æŋgɜ:r
2;ăʹngī;;;;n.;33.0;26;angi;angi;{ n dZ i:;æn?iː
3;angīʹnā;L.;;;n.;34.0;26;angina;angina;{ n dZ aI n @;æn??nə
2;ăʹngle;L.;;;n.;35.0;26;angle;angle;{ N g @ l;æŋgəl
3;ăʹnglīciſm;;;;n.;36.0;26;anglim;anglim;{ N g l i m;æŋglim
2;ăʹngred;;;;a.;37.0;26;angered;angered;{ N g 3:r d;æŋgɜ:rd
3;ănguĭʹlles;;;;n.;38.0;26;langille;langille;l A N g i: l i:;lɑŋgiːliː
2;ăʹnguĭſh;L.;;;n.;39.0;26;anguish;anguish;{ N g w i S;æŋgwiʃ
3;ăʹngŭlar;L.;;;a.;40.0;26;angular;angular;{ N g j @ l 3:r;æŋgjəlɜ:r
3;ănhēʹlus;L.;;;n.;41.0;26;anheuser;anheuser;{ n h aI z 3:r;ænh?zɜ:r
6;ănĭmădvĕʹrſion;L.;;;n.;42.0;26;aversion;aversion;@ v 3:r Z @ n;əvɜ:rʒən
4;ănĭmădvĕʹrt;L.;;;v.;43.0;26;andert;andert;{ n d 3:r t;ændɜ:rt
3;ăʹnĭmal;L.;;;n.;44.0;26;animal;animal;{ n @ m @ l;ænəməl
4;ănĭmaʹlcūle;L.;;;n.;45.0;26;animal;animal;{ n @ m @ l;ænəməl
